Streckennummer;Richtung;km_von_l;km_bis_l;km_von_i;km_bis_i;km_von_km;km_von_m;km_bis_km;km_bis_m;Streckenkurzname;Bezeichnung;Straßenart;Technische Sicherung;Bundesland;Kreis;GK Rechtswert (EPSG 31467);GK Hochwert (EPSG 31467);Geographische Länge (EPSG 4326);Geographische Breite (EPSG 4326);UTM Rechtswert (EPSG 25832);UTM Hochwert (EPSG 25832);WKT GK (EPSG 31467);WKT WGS84 (EPSG 4326);WKT UTM 32N (EPSG 25832)
1020;Streckenachse;36,3 + 29,653;36,3 + 35,264;103630029,653;103630035,264;36,3;29,653;36,3;35,264;Kiel-Hassee C. - Flensburg;km 36,332;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;3552820,896;6042714,625;9,8144563791;54,5114909986;552730,067;6040737,993;POINT (3552820.896324738 6042714.625266532);POINT (9.814480013718823 54.511483899470434);POINT (552730.0665148954 6040737.9927687785)
1020;Streckenachse;38,2 + 32,109;38,2 + 37,698;103820032,109;103820037,698;38,2;32,109;38,2;37,698;Kiel-Hassee C. - Flensburg;km 38,234;sonstige Straßen und Wege mit Fahrverkehr;Blinklicht-Anlage;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;3552973,364;6044604,231;9,8171492415;54,5284487764;552882,491;6042626,846;POINT (3552973.3638225934 6044604.231244007);POINT (9.817173243948973 54.52844166098617);POINT (552882.491041259 6042626.8459018525)
1020;Streckenachse;38,7 + 74,948;38,7 + 78,540;103870074,948;103870078,54;38,7;74,948;38,7;78,54;Kiel-Hassee C. - Flensburg;km 38,760;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;3553079,645;6045135,602;9,8188862923;54,533210769;552988,735;6043158,004;POINT (3553079.645413347 6045135.601579978);POINT (9.818910394550931 54.533203642734165);POINT (552988.735336968 6043158.003942637)
1020;Streckenachse;39,1 + 36,509;39,1 + 39,615;103910036,509;103910039,615;39,1;36,509;39,1;39,615;Kiel-Hassee C. - Flensburg;km 39,127;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;3553117,01;6045495,092;9,81952817;54,5364360272;553026,088;6043517,351;POINT (3553117.0098474273 6045495.092416825);POINT (9.819552341270985 54.53642889713666);POINT (553026.0882742045 6043517.351477709)
1020;Streckenachse;39,8 + 1,230;39,8 + 7,414;103980001,23;103980007,414;39,8;1,23;39,8;7,414;Kiel-Hassee C. - Flensburg;km 39,803;Kreisstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;3553177,317;6046158,908;9,8205794713;54,5423925065;553086,377;6044180,903;POINT (3553177.316837695 6046158.9081949685);POINT (9.820603770350605 54.54238537035775);POINT (553086.3774907764 6044180.902725337)
1020;Streckenachse;40,5 + 81,998;40,5 + 86,338;104050081,998;104050086,338;40,5;81,998;40,5;86,338;Kiel-Hassee C. - Flensburg;km 40,581;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;3553217,432;6046938,673;9,8213400276;54,5493926089;553126,484;6044960,357;POINT (3553217.431984645 6046938.672532004);POINT (9.821364477969444 54.54938546890186);POINT (553126.4839786739 6044960.356615965)
1020;Streckenachse;42,0 + 77,086;42,0 + 87,903;104200077,086;104200087,903;42;77,086;42;87,903;Kiel-Hassee C. - Flensburg;km 42,090;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Lichtzeichenanlage mit Halbschranke;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;3553288,549;6048435,772;9,8227097907;54,5628329584;553197,587;6046456,86;POINT (3553288.5489838026 6048435.7722080955);POINT (9.8227345312292 54.56282581165013);POINT (553197.5867040865 6046456.860316344)
1020;Streckenachse;43,2 + 41,697;43,2 + 46,730;104320041,697;104320046,73;43,2;41,697;43,2;46,73;Kiel-Hassee C. - Flensburg;km 43,236;sonstige Straßen und Wege mit Fahrverkehr;Lichtzeichenanlage;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;3553487,85;6049580,272;9,8259984256;54,5730924923;553396,82;6047600,903;POINT (3553487.850341088 6049580.272099694);POINT (9.826023377552023 54.57308532680894);POINT (553396.8195245404 6047600.903247508)
1020;Streckenachse;44,0 + 45,826;44,0 + 50,107;104400045,826;104400050,107;44;45,826;44;50,107;Kiel-Hassee C. - Flensburg;km 44,049;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;3553321,359;6050331,172;9,8235603886;54,5798550466;553230,402;6048351,506;POINT (3553321.359170037 6050331.172280615);POINT (9.823585499093044 54.57984789735432);POINT (553230.4015819888 6048351.50640417)
1020;Streckenachse;44,4 + 1,127;44,5 + 87,991;104440001,127;104450087,991;44,4;1,127;44,5;87,991;Kiel-Hassee C. - Flensburg;km 44,490;Landesstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;3553106,372;6050722,041;9,8203064798;54,5833886384;553015,504;6048742,222;POINT (3553106.3723289073 6050722.040987363);POINT (9.820331682390966 54.583381509731545);POINT (553015.5038818114 6048742.221702127)
1020;Streckenachse;44,7 + 61,881;44,7 + 61,881;104470061,881;104470061,881;44,7;61,881;44,7;61,881;Kiel-Hassee C. - Flensburg;km 44,769;Landesstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Schleswig-Holstein;Kreis Schleswig-Flensburg;3552963,228;6050947,434;9,8181333485;54,5854282358;552872,419;6048967,526;POINT (3552963.2282453636 6050947.433784791);POINT (9.818158605849844 54.58542112063384);POINT (552872.4188241737 6048967.526216857)
1020;Streckenachse;45,9 + 84,030;45,9 + 91,225;104590084,03;104590091,225;45,9;84,03;45,9;91,225;Kiel-Hassee C. - Flensburg;BÜ Nr. 25 Lindaufeld;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Lichtzeichenanlage mit Halbschranke;Schleswig-Holstein;Kreis Schleswig-Flensburg;3552067,089;6051767,738;9,8044190764;54,5928896435;551976,644;6049787,513;POINT (3552067.0889344257 6051767.738170116);POINT (9.804444563530664 54.592882611954174);POINT (551976.6435055074 6049787.512815669)
1020;Streckenachse;46,5 + 6,609;46,5 + 16,196;104650006,609;104650016,196;46,5;6,609;46,5;16,196;Kiel-Hassee C. - Flensburg;BÜ Nr. 26 Lindaufeld-Mühlenholz;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Lichtzeichenanlage mit Halbschranke;Schleswig-Holstein;Kreis Schleswig-Flensburg;3551791,081;6052212,18;9,8002279149;54,5969101954;551700,749;6050231,78;POINT (3551791.080589532 6052212.1799677);POINT (9.800253512744577 54.59690318886768);POINT (551700.7490625167 6050231.780476797)
1020;Streckenachse;47,6 + 33,106;47,6 + 38,538;104760033,106;104760038,538;47,6;33,106;47,6;38,538;Kiel-Hassee C. - Flensburg;km 47,637;Kreisstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Schleswig-Holstein;Kreis Schleswig-Flensburg;3551227,308;6053185,021;9,7916758664;54,6057062064;551137,21;6051204,24;POINT (3551227.3081321297 6053185.02074231);POINT (9.791701688194836 54.605699259726464);POINT (551137.2098661731 6051204.239709161)
1020;Streckenachse;47,9 + 39,681;47,9 + 45,741;104790039,681;104790045,741;47,9;39,681;47,9;45,741;Kiel-Hassee C. - Flensburg;km 47,945;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Lichtzeichenanlage mit Halbschranke;Schleswig-Holstein;Kreis Schleswig-Flensburg;3551099,883;6053464,185;9,7897527215;54,6082267064;551009,838;6051483,294;POINT (3551099.8830504934 6053464.184669518);POINT (9.789778603392902 54.608219774436);POINT (551009.838060936 6051483.293829477)
1020;Streckenachse;50,1 + 3,028;50,1 + 14,201;105010003,028;105010014,201;50,1;3,028;50,1;14,201;Kiel-Hassee C. - Flensburg;km 50,110;Kreisstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Schleswig-Holstein;Kreis Schleswig-Flensburg;3550273,61;6055465,321;9,7773092939;54,626284897;550183,912;6053483,643;POINT (3550273.6096107764 6055465.321346697);POINT (9.77733559302985 54.626278065172876);POINT (550183.9118682796 6053483.642572614)
1020;Streckenachse;51,1 + 96,249;51,2 + 12,363;105110096,249;105120012,363;51,1;96,249;51,2;12,363;Kiel-Hassee C. - Flensburg;km 51,206;Bundesstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Schleswig-Holstein;Kreis Schleswig-Flensburg;3549905,386;6056494,246;9,7717837692;54,6355637877;549815,844;6054512,162;POINT (3549905.385717151 6056494.24629449);POINT (9.77181027448566 54.63555700361591);POINT (549815.8440042088 6054512.161866817)
1020;Streckenachse;51,2 + 85,802;51,2 + 85,802;105120085,802;105120085,802;51,2;85,802;51,2;85,802;Kiel-Hassee C. - Flensburg;km 51,284;sonstige Straßen und Wege mit Fahrverkehr;Lichtzeichenanlage mit Halbschranke;Schleswig-Holstein;Kreis Schleswig-Flensburg;3549887,668;6056573,783;9,7715229479;54,6362799796;549798,134;6054591,667;POINT (3549887.6680578697 6056573.782771798);POINT (9.771549468322165 54.63627319816477);POINT (549798.1341335215 6054591.666886544)
1020;Streckenachse;51,7 + 9,677;51,7 + 19,509;105170009,677;105170019,509;51,7;9,677;51,7;19,509;Kiel-Hassee C. - Flensburg;km 51,712;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Lichtzeichenanlage mit Halbschranke;Schleswig-Holstein;Kreis Schleswig-Flensburg;3549692,012;6056952,301;9,7685573305;54,639699325;549602,559;6054970,036;POINT (3549692.0117880036 6056952.30065578);POINT (9.768583929561936 54.63969256746953);POINT (549602.5591953984 6054970.036104822)
1020;Streckenachse;52,1 + 20,890;52,1 + 41,891;105210020,89;105210041,891;52,1;20,89;52,1;41,891;Kiel-Hassee C. - Flensburg;km 52,130;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Lichtzeichenanlage mit Halbschranke;Schleswig-Holstein;Kreis Schleswig-Flensburg;3549447,662;6057287,378;9,7648297284;54,6427331583;549358,31;6055304,983;POINT (3549447.662206858 6057287.378031486);POINT (9.76485640061678 54.64272642912814);POINT (549358.3098984272 6055304.982542879)
1020;Streckenachse;52,4 + 23,655;52,4 + 27,511;105240023,655;105240027,511;52,4;23,655;52,4;27,511;Kiel-Hassee C. - Flensburg;km 52,425;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Schleswig-Holstein;Kreis Schleswig-Flensburg;3549228,681;6057483,822;9,7614712041;54,6445191191;549139,418;6055501,35;POINT (3549228.6809637994 6057483.82195283);POINT (9.761497923270033 54.644512414127604);POINT (549139.4175557509 6055501.350409056)
1020;Streckenachse;53,6 + 63,834;53,6 + 68,238;105360063,834;105360068,238;53,6;63,834;53,6;68,238;Kiel-Hassee C. - Flensburg;km 53,666;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Schleswig-Flensburg;3548477,317;6058460,822;9,7499954162;54,6533677802;548388,361;6056477,969;POINT (3548477.3167944686 6058460.821544469);POINT (9.75002234586521 54.65336116365873);POINT (548388.3612512602 6056477.968588417)
1020;Streckenachse;54,0 + 77,422;54,0 + 81,046;105400077,422;105400081,046;54;77,422;54;81,046;Kiel-Hassee C. - Flensburg;km 54,079;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Schleswig-Flensburg;3548208,796;6058774,903;9,7458872398;54,6562147571;548119,95;6056791,928;POINT (3548208.7958689043 6058774.903344814);POINT (9.745914237283337 54.65620817215371);POINT (548119.9500202246 6056791.92802734)
1020;Streckenachse;54,3 + 80,601;54,3 + 83,422;105430080,601;105430083,422;54,3;80,601;54,3;83,422;Kiel-Hassee C. - Flensburg;km 54,382;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Schleswig-Holstein;Kreis Schleswig-Flensburg;3548012,129;6059005,134;9,742878047;54,6583015664;547923,364;6057022,069;POINT (3548012.12903763 6059005.134055951);POINT (9.742905093813956 54.658295004798774);POINT (547923.3635314667 6057022.069042894)
1020;Streckenachse;54,8 + 2,042;54,8 + 6,274;105480002,042;105480006,274;54,8;2,042;54,8;6,274;Kiel-Hassee C. - Flensburg;km 54,804;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Schleswig-Flensburg;3547726,209;6059315,137;9,7384986193;54,6611133089;547637,56;6057331,951;POINT (3547726.2093338696 6059315.136980498);POINT (9.738525732940134 54.66110678096269);POINT (547637.5604000363 6057331.951391295)
1020;Streckenachse;55,1 + 5,337;55,1 + 9,908;105510005,337;105510009,908;55,1;5,337;55,1;9,908;Kiel-Hassee C. - Flensburg;km 55,107;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Schleswig-Flensburg;3547501,364;6059518,963;9,7350477512;54,6629654033;547412,806;6057535,698;POINT (3547501.3636918883 6059518.962864);POINT (9.73507491015801 54.66295890150605);POINT (547412.8060555484 6057535.698341375)
1020;Streckenachse;55,6 + 37,035;55,6 + 48,722;105560037,035;105560048,722;55,6;37,035;55,6;48,722;Kiel-Hassee C. - Flensburg;km 55,646;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Lichtzeichenanlage mit Halbschranke;Schleswig-Holstein;Kreis Schleswig-Flensburg;3547104,73;6059878,423;9,7289595544;54,666231465;547016,334;6057895,02;POINT (3547104.7304708 6059878.423235801);POINT (9.728986792469719 54.66622500943414);POINT (547016.333883563 6057895.019510244)
1020;Streckenachse;56,2 + 86,838;56,3 + 3,337;105620086,838;105630003,337;56,2;86,838;56,3;3,337;Kiel-Hassee C. - Flensburg;km 56,290;Kreisstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Schleswig-Holstein;Kreis Schleswig-Flensburg;3546646,626;6060339,55;9,7219339126;54,6704161345;546558,416;6058355,967;POINT (3546646.6264762003 6060339.549605476);POINT (9.721961248229391 54.670409733770285);POINT (546558.4163258409 6058355.966832776)
1020;Streckenachse;56,5 + 57,126;56,5 + 64,306;105650057,126;105650064,306;56,5;57,126;56,5;64,306;Kiel-Hassee C. - Flensburg;km 56,561;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht und Pfeifen;Schleswig-Holstein;Kreis Schleswig-Flensburg;3546495,211;6060557,811;9,7196219078;54,6723906713;546407,063;6058574,143;POINT (3546495.2113385103 6060557.811401741);POINT (9.719649286072611 54.67238428984625);POINT (546407.0634257434 6058574.143270437)
1020;Streckenachse;57,0 + 11,554;57,0 + 17,581;105700011,554;105700017,581;57;11,554;57;17,581;Kiel-Hassee C. - Flensburg;km 57,014;Landesstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Schleswig-Holstein;Kreis Schleswig-Flensburg;3546231,91;6060927,505;9,7155993885;54,6757356853;546143,87;6058943,693;POINT (3546231.9100788543 6060927.505238508);POINT (9.71562683876457 54.675729337514404);POINT (546143.8703006051 6058943.692590489)
1020;Streckenachse;57,2 + 67,687;57,2 + 70,509;105720067,687;105720070,509;57,2;67,687;57,2;70,509;Kiel-Hassee C. - Flensburg;km 57,269;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Schleswig-Flensburg;3546087,263;6061136,956;9,7133902932;54,6776303405;545999,282;6059153,062;POINT (3546087.2625667583 6061136.956414806);POINT (9.713417783670446 54.67762401151325);POINT (545999.282252555 6059153.06184839)
1020;Streckenachse;57,6 + 7,973;57,6 + 13,347;105760007,973;105760013,347;57,6;7,973;57,6;13,347;Kiel-Hassee C. - Flensburg;km 57,611;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Schleswig-Flensburg;3545896,863;6061420,548;9,7104833818;54,6801950928;545808,961;6059436,542;POINT (3545896.8627232653 6061420.54765239);POINT (9.710510926205195 54.68018878868036);POINT (545808.9607551697 6059436.542120092)
1020;Streckenachse;58,4 + 3,260;58,4 + 9,482;105840003,26;105840009,482;58,4;3,26;58,4;9,482;Kiel-Hassee C. - Flensburg;km 58,406;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Schleswig-Flensburg;3545443,718;6062074,672;9,7035603263;54,686111877;545356,002;6060090,411;POINT (3545443.717719757 6062074.671853809);POINT (9.70358799389611 54.68610563247799);POINT (545356.0020165034 6060090.41050278)
1020;Streckenachse;58,6 + 67,473;58,6 + 70,626;105860067,473;105860070,626;58,6;67,473;58,6;70,626;Kiel-Hassee C. - Flensburg;km 58,669;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Schleswig-Flensburg;3545293,931;6062290,475;9,7012714037;54,6880638362;545206,277;6060306,13;POINT (3545293.9306482677 6062290.475484936);POINT (9.701299111518711 54.688057611548516);POINT (545206.2765104801 6060306.129739359)
1020;Streckenachse;59,2 + 68,501;59,2 + 71,501;105920068,501;105920071,501;59,2;68,501;59,2;71,501;Kiel-Hassee C. - Flensburg;km 59,270;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Schleswig-Flensburg;3544951,222;6062784,168;9,6960335715;54,6925291571;544863,708;6060799,629;POINT (3544951.2215397055 6062784.167528907);POINT (9.69606137015844 54.69252297826949);POINT (544863.7082607207 6060799.6287159985)
1020;Streckenachse;59,8 + 96,926;59,9 + 4,088;105980096,926;105990004,088;59,8;96,926;59,9;4,088;Kiel-Hassee C. - Flensburg;km 59,900;Landesstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Schleswig-Holstein;Kreis Schleswig-Flensburg;3544632,802;6063326,422;9,6911787135;54,6974283188;544545,42;6061341,67;POINT (3544632.8020781633 6063326.421744354);POINT (9.691206608604379 54.69742218462956);POINT (544545.420454667 6061341.6703321915)
1020;Streckenachse;61,0 + 51,144;61,0 + 58,344;106100051,144;106100058,344;61;51,144;61;58,344;Kiel-Hassee C. - Flensburg;km 61,054;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Lichtzeichenanlage mit Halbschranke;Schleswig-Holstein;Kreis Schleswig-Flensburg;3544109,415;6064354,686;9,6832169316;54,7067109149;544022,251;6062369,53;POINT (3544109.4150398998 6064354.685516554);POINT (9.68324503648841 54.7067048452823);POINT (544022.2510970304 6062369.530209962)
1020;Streckenachse;62,2 + 96,748;62,3 + 6,898;106220096,748;106230006,898;62,2;96,748;62,3;6,898;Kiel-Hassee C. - Flensburg;km 62,302;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Lichtzeichenanlage mit Halbschranke;Schleswig-Holstein;Kreis Schleswig-Flensburg;3543366,33;6065345,206;9,6718370901;54,7156729059;543279,471;6063359,664;POINT (3543366.3304826613 6065345.205981247);POINT (9.67186540661428 54.715666923007696);POINT (543279.4712007031 6063359.6638445705)
1020;Streckenachse;62,5 + 36,172;62,5 + 56,782;106250036,172;106250056,782;62,5;36,172;62,5;56,782;Kiel-Hassee C. - Flensburg;Km 62,553;Landesstraßen einschließlich der Ortsdurchfahrten;Lichtzeichenanlage mit Halbschranke;Schleswig-Holstein;Kreis Schleswig-Flensburg;3543174,119;6065496,139;9,668877098;54,7170451902;543087,337;6063510,538;POINT (3543174.1188606853 6065496.13879708);POINT (9.668905448960842 54.7170392290054);POINT (543087.3373993902 6063510.53845507)
1020;Streckenachse;63,1 + 14,695;63,1 + 18,941;106310014,695;106310018,941;63,1;14,695;63,1;18,941;Kiel-Hassee C. - Flensburg;km 63,117;sonstige Straßen und Wege mit Fahrverkehr;NichtTechnischGesichert mit Übersicht;Schleswig-Holstein;Kreis Schleswig-Flensburg;3542715,548;6065835,288;9,6618113881;54,7201307374;542628,952;6063849,557;POINT (3542715.5478507937 6065835.28762802);POINT (9.661839816265642 54.720124830262506);POINT (542628.9518541124 6063849.556747026)
1020;Streckenachse;64,0 + 28,377;64,0 + 41,527;106400028,377;106400041,527;64;28,377;64;41,527;Kiel-Hassee C. - Flensburg;km 64,033;andere Straßen und Wege mit allgemeinem Kraftfahrzeugverkehr;Lichtzeichenanlage mit Halbschranke;Schleswig-Holstein;Kreis Schleswig-Flensburg;3542097,17;6066502,116;9,6523119062;54,7261726952;542010,826;6064516,126;POINT (3542097.170033733 6066502.116183433);POINT (9.652340476738907 54.72616686516583);POINT (542010.826089229 6064516.125992731)
