Art;Bezeichnung;Standort;WKT GK  (EPSG 31467);WKT WGS84 (EPSG 4326);WKT UTM 32N (EPSG 25832)
Netz;Berlin;Berlin;POLYGON ((3807536.347130499 5839149.343672197,3807536.3468041383 5839149.34397837,3807536.347200566 5839149.34467548,3807536.3476005676 5839149.345037978,3828073.542997973 5857761.097692999,3828073.5454668007 5857761.1004853975,3817638.918332522 5860540.369500185,3817516.893893043 5860623.356182917,3811401.849661769 5864978.075059649,3809087.4052678254 5878053.693529389,3797318.1437471313 5873463.745346828,3786809.66302712 5859938.46974031,3786682.6891809343 5859878.3928211015,3786569.336226605 5859829.228145593,3776654.838025241 5860177.179289542,3772740.4425477693 5855795.647330512,3772612.9248477034 5855803.019634551,3772474.170127982 5855807.934014902,3765562.921586155 5852096.9593706075,3765562.9215739337 5852096.959364045,3765562.920493215 5852096.957305133,3760668.7901584134 5839415.610561759,3759484.3813786088 5836796.16827771,3759484.381304696 5836796.168114245,3759484.381295946 5836796.168094892,3759484.38120259 5836796.167888427,3759484.3810158833 5836796.167475503,3759484.3808911196 5836796.167199578,3760831.0372092025 5832763.919100251,3760798.502417768 5832635.6769439895,3760807.4716307726 5832617.821941402,3760775.73703374 5832516.2522877315,3757883.9765034495 5822382.027360553,3757883.97649284 5822382.027323374,3765439.0824433235 5818820.152363147,3765439.0827366835 5818820.1499042995,3765582.727455124 5816765.964194759,3765680.7053210232 5814888.271589293,3765625.789221182 5814768.534270127,3765570.7847922053 5814657.502561637,3761471.4317090483 5805237.019749988,3761471.4316469394 5805237.019607258,3761471.4315227224 5805237.019321803,3745810.4318757174 5797201.610377459,3745684.7352772094 5797202.812980423,3745548.938744229 5797207.752489351,3737191.1976015195 5790929.559761147,3737191.1974993744 5790929.559684416,3737191.1974940374 5790929.559680406,3737191.1972790733 5790929.55951893,3737789.8563889754 5780358.887117169,3737789.8563921857 5780358.887060485,3737789.8564250334 5780358.886480485,3737844.7668469334 5780253.39753746,3737906.2955941544 5780079.951777309,3742190.2269569268 5777049.758066374,3742190.227105957 5777049.757960957,3742190.2272397666 5777049.75786631,3748128.62424296 5772849.291482543,3760542.9181571123 5772281.423580381,3775014.4001975465 5767341.450656755,3775042.6924985396 5767213.071801959,3775077.2154992856 5767072.450465929,3776333.284815416 5754443.845531692,3776333.2848790153 5754443.844892265,3781014.1689723656 5756028.52457167,3781132.35272078 5756058.742962524,3797070.2783406554 5752697.332704025,3797070.278349437 5752697.332747075,3797070.2783744293 5752697.332869587,3797070.2784690526 5752697.333333431,3799614.874240104 5765170.972118221,3799614.874437579 5765170.972151604,3799614.8746154485 5765170.972181675,3814948.8246544395 5767763.219141806,3815183.6190532614 5767829.512216586,3815316.825818704 5767864.269075074,3826423.9538922 5769074.911350981,3826423.9543305603 5769074.911765375,3829103.9034487666 5771608.332269581,3829208.356699422 5771717.589535146,3829275.271933911 5771798.137098795,3838607.6518281125 5785279.425991524,3841689.018160395 5789730.680466111,3841940.2932063555 5798126.86224276,3841940.2932269895 5798126.862263016,3841940.29333782 5798126.862371806,3842039.9254802763 5798224.660606196,3842043.0938057057 5798227.770612923,3842043.0939834435 5798227.770787386,3842043.0945420545 5798227.77131935,3842043.09472199 5798227.771490705,3842146.4816047447 5798326.225719964,3842146.4815323297 5798326.225866117,3842146.481447799 5798326.226036725,3836649.2025179616 5809421.307489322,3815939.909712574 5820522.738160594,3815939.909631732 5820522.739184127,3815690.582753657 5823679.435310868,3815704.0988639556 5823814.363112148,3815704.0991598177 5823814.364092749,3815704.099611463 5823814.364104646,3815768.851224733 5823816.069751892,3815768.85196943 5823816.070556228,3815768.8519840804 5823816.070796634,3815775.753424119 5823929.32069807,3815037.401163952 5830196.464013843,3814985.13758846 5830448.461642592,3812727.164756168 5834417.6026385045,3809977.669296935 5836986.019168476,3809842.8044677884 5837039.256363313,3809734.6094892877 5837087.062846468,3807536.347130499 5839149.343672197));POLYGON ((13.53886698551302 52.598161048005814,13.538866980995774 52.598161050932966,13.538866987474828 52.5981610569538,13.53886699369596 52.598161059975084,13.859402386099653 52.752824154354755,13.859402425321512 52.75282417786106,13.70807983740751 52.783938876238416,13.706357803110714 52.78475375559331,13.62016408138126 52.82731544910116,13.598342726115707 52.945765496284835,13.41959048650462 52.91128355687433,13.251941097804247 52.79578439091827,13.250011309265004 52.79531339710552,13.248292478075617 52.79493293688187,13.101988755814727 52.803219160454134,13.0404467435895 52.76593489188101,13.038568411370983 52.76606526301715,13.036521962619364 52.76617923311928,12.931374334180846 52.736347915605386,12.93137433399504 52.73634791555257,12.931374316369052 52.73634789762433,12.849057499076618 52.62502586389853,12.829553224245686 52.60210588020991,12.82955322302918 52.60210587877948,12.829553222885163 52.602105878610125,12.829553221348647 52.602105876803435,12.829553218275684 52.60210587319006,12.829553216222237 52.602105870775524,12.846213104720075 52.56530800891462,12.845633653168493 52.56417373574651,12.845751596410546 52.56400934950834,12.84520489684701 52.563113842638515,12.794805211750225 52.47361881846126,12.794805211565702 52.4736188181329,12.90290472274299 52.43806720347183,12.902904725095363 52.438067181284005,12.903381839613646 52.41958007706428,12.903329461000396 52.402697487164545,12.902429564659267 52.40165056319938,12.901535314310511 52.400681727558464,12.834112127399372 52.31818290194744,12.834112126379798 52.31818290069716,12.834112124340676 52.31818289819663,12.599056522259811 52.2533401977151,12.597220388351289 52.25340705284745,12.595239354241057 52.25351189827033,12.468682168596578 52.20085561119389,12.468682167051679 52.20085561054946,12.468682166970959 52.200855610515774,12.468682163719725 52.200855609159625,12.470033544226062 52.10577311719266,12.470033544233319 52.10577311668279,12.470033544307576 52.10577311146569,12.470759952365754 52.104803226608325,12.471535358641137 52.103220877408965,12.531788488034378 52.07418313463666,12.531788490129093 52.07418313362595,12.531788492009884 52.07418313271851,12.615180974745389 52.033882123433976,12.795256440833088 52.023104263110305,13.001617259786663 51.97184069793001,13.001925236308338 51.97067574187539,13.002313843398653 51.96939794656285,13.010428981233597 51.85555528362501,13.010428981643857 51.85555527786077,13.079483372032053 51.86742770997288,13.081219353552951 51.86763914959299,13.309078213925998 51.82926702759968,13.309078214089896 51.82926702798083,13.309078214556349 51.82926702906551,13.309078216322382 51.82926703317227,13.356695660501735 51.93969268186918,13.356695663393984 51.939692682062166,13.356695665999085 51.93969268223601,13.58134040653324 51.95446208101307,13.584805481088237 51.95492317318619,13.586768749083015 51.95515915728653,13.74893509554463 51.95960479767589,13.748935102292931 51.95960480113049,13.790210610983777 51.98071699061089,13.791830212565946 51.98163371471022,13.792877916100394 51.98231550514842,13.941539734411515 52.09742649871153,13.990795155409923 52.135387774728294,14.002899057045038 52.21040211131392,14.00289905736617 52.21040211148248,14.002899059091067 52.21040211238781,14.004449694531106 52.21121594962707,14.00449900602643 52.21124182948087,14.004499008792727 52.21124183093265,14.004499017470387 52.21124183534905,14.004499020265577 52.21124183677164,14.006105097405628 52.21205919683208,14.006105096497729 52.21205919818542,14.006105095437938 52.21205919976523,13.937030113314778 52.31478123047344,13.644817445925309 52.426511900593596,13.644817445706616 52.42651190980817,13.644143107994342 52.45493072662138,13.644468724491096 52.45613149083256,13.644468729755362 52.45613149944517,13.644468736388745 52.456131499291104,13.645419752780183 52.45610940489239,13.645419764459028 52.45610941166705,13.645419764900963 52.45610941381194,13.645627955795016 52.457119820668964,13.640719315430976 52.51368123746634,13.640190331562746 52.51596854668608,13.610768249979888 52.552819970342526,13.572759762292229 52.57739767953449,13.570826393608971 52.57795130151455,13.569280074985686 52.57844107989944,13.53886698551302 52.598161048005814));POLYGON ((807341.2413504054 5837250.1812566435,807341.2410241804 5837250.181562694,807341.2414204563 5837250.182259517,807341.2418203012 5837250.182621861,827870.4672268371 5855854.218701441,827870.4696946964 5855854.2214926705,817440.0545989587 5858632.455297746,817318.0801552499 5858715.409235063,811205.5305624073 5863068.4477400035,808892.1830399109 5876138.849117389,797127.594342846 5871550.908242491,786623.1825214545 5858031.164082999,786496.2586790073 5857971.112802557,786382.9504288051 5857921.969208335,776472.4320989598 5858269.913128782,772559.5407546291 5853890.203159142,772432.0743400222 5853897.574565679,772293.3753727288 5853902.489217315,765384.8314580184 5850193.093437901,765384.8314458022 5850193.093431344,765384.8303654778 5850193.091373268,760492.5132736097 5837516.904843228,759308.5612956969 5834898.5419114195,759308.561221813 5834898.541748022,759308.5612130661 5834898.541728677,759308.5611197462 5834898.541522297,759308.5609331114 5834898.5411095405,759308.560808396 5834898.540833728,760654.6336375647 5830867.883041808,760622.1105115367 5830739.692709864,760631.0759275455 5830721.844681395,760599.352965451 5830620.316179273,757708.6268822099 5820490.191714741,757708.626871604 5820490.191677578,765260.6522058127 5816929.630601165,765260.6524990195 5816929.628143301,765404.2093334463 5814876.267599909,765502.1202158709 5812999.329838365,765447.2242529541 5812879.641662623,765392.2401226666 5812768.655590927,761294.4130653134 5803351.986550145,761294.4130032276 5803351.986407474,761294.4128790576 5803351.986122132,745639.5879137211 5795319.98788697,745513.9415885109 5795321.191261569,745378.1994270209 5795326.13012687,737023.7411550598 5789050.564207377,737023.7410529566 5789050.564130678,737023.7410476218 5789050.564126668,737023.7408327456 5789050.563965259,737622.2191675769 5778484.157215336,737622.2191707861 5778484.157158675,737622.2192036244 5778484.156578909,737677.1082759397 5778378.709729142,737738.6134804544 5778205.333470624,742020.8076410457 5775176.3139682915,742020.807790015 5775176.313862915,742020.8079237705 5775176.313768305,747956.7852635409 5770977.4725680165,760366.1002707531 5770409.711197989,774831.7358552299 5765471.575707363,774860.0155589749 5765343.248019392,774894.523345879 5765202.682695596,776149.965621841 5752579.126130064,776149.9656854086 5752579.125490896,780828.9895585794 5754163.124614119,780947.1262432282 5754193.3297360465,796878.558297917 5750833.058167112,796878.5583066943 5750833.058210144,796878.5583316751 5750833.058332604,796878.5584262544 5750833.058796254,799422.062186752 5763301.530601583,799422.0623841484 5763301.530634953,799422.0625619467 5763301.530665008,814749.8904093547 5765892.575513047,814984.5910942525 5765958.840155967,815117.7446639444 5765993.582027371,826220.4287895958 5767203.631410074,826220.4292277844 5767203.631824299,828899.3248672563 5769736.011161171,829003.7370942597 5769845.223710435,829070.6261262287 5769925.738422261,838399.4529549099 5783401.502077605,841479.6563601632 5787850.919480048,841730.9390025274 5796243.688508773,841730.9390231528 5796243.688529022,841730.93913394 5796243.688637767,841830.5320258546 5796341.4467615355,841833.6991030736 5796344.555492655,841833.6992807417 5796344.555667045,841833.6998391324 5796344.556198793,841833.7000189973 5796344.556370075,841937.0461362719 5796442.97017677,841937.046063888 5796442.970322863,841937.0459793936 5796442.970493404,836442.1030852525 5807533.689385023,815741.2173691628 5818630.992836755,815741.2172883614 5818630.993859876,815492.0159509883 5821786.42802488,815505.5276890518 5821921.301512406,815505.5279848024 5821921.30249261,815505.5284362657 5821921.302504498,815570.2539697476 5821923.006462627,815570.2547141514 5821923.007266628,815570.2547287976 5821923.007506938,815577.1542886026 5822036.21188848,814839.1566088309 5828300.845998639,814786.9171694084 5828552.742197717,812529.9041471244 5832520.303831094,809781.5506102626 5835087.710469044,809646.7409152504 5835140.927605609,809538.590230779 5835188.71591596,807341.2413504054 5837250.1812566435))
